,Synset,Hypernym
36308,кафедральный собор.n.1,собор.n.1
36309,мясник.n.1,рубщик.n.1
36310,мясник.n.1,продавец.n.2
36311,эмоциональный.n.1,возбудимый.n.1
36312,реквием.n.1,хоровая музыка.n.1
36313,чан.n.1,резервуар.n.1
36314,чан.n.1,кадка.n.1
36315,вешка.n.1,шест.n.1
36316,вешка.n.1,метка.n.1
36317,плеть.n.1,приспособление.n.1
36318,плеть.n.1,ремень.n.2
36319,плеть.n.1,веревка.n.1
36320,кнут.n.1,плеть.n.1
36321,нагайка.n.1,плеть.n.1
36322,накат бревен.n.1,настил.n.1
36323,наставлять.n.1,советовать.n.1
36324,наставлять.n.1,указать.n.1
36325,ростовщик.n.1,человек.n.1
36326,ростовщик.n.1,залогодержатель.n.1
36327,высыпание.n.1,появиться.n.1
36328,высыпание.n.1,заболеть болезнью.n.1
36329,отделка.n.1,украшение.n.1
36330,воротник-жабо.n.1,воротник.n.1
36331,куриный насест.n.1,перекладина.n.1
36332,куриный насест.n.1,жердочка для птиц.n.1
36333,самородок металла.n.1,драгоценный металл.n.1
36334,самородок металла.n.1,кусок.n.1
36335,ущелье.n.1,углубление.n.1
36336,ширма.n.2,предмет интерьера.n.1
36337,ширма.n.2,перегородка в помещении.n.1
36338,ворожить.n.1,гадание.n.1
36339,ворожить.n.1,колдовство.n.1
36340,завал.n.1,куча.n.1
36341,завал.n.1,скопление.n.1
36342,завал.n.1,преграда движению.n.1
36343,костер.n.1,огонь.n.1
36344,безвозвратный.n.1,статус.n.1
36345,пробег транспортного средства.n.1,расстояние.n.1
36346,пробег транспортного средства.n.1,технический показатель.n.1
36347,связка.n.1,ткань организма.n.1
36348,голосовые связки.n.1,связка.n.1
36349,безвкусный.n.1,свойство.n.1
36350,безвкусный.n.1,вкус.n.1
36351,травянистый по вкусу.n.1,безвкусный.n.1
36352,экватор.n.1,линия.n.1
36353,экватор.n.1,географическая параллель.n.1
36354,меридиан.n.1,вертикальная линия.n.1
36355,географическая параллель.n.1,горизонтальная линия.n.1
36356,выездка лошадей.n.1,приучить.n.1
36357,замыть пятно.n.1,отмыть.n.1
36358,культурология.n.1,гуманитарные науки.n.1
36359,подчиненный.n.1,роль.n.1
36360,пилястр.n.1,выступ.n.1
36361,пилястр.n.1,колонна.n.1
36362,выстудить помещение.n.1,охладить.n.1
36363,заторможенный.n.1,вялый.n.1
36364,обесточить.n.1,отключение от сети.n.1
36365,поводок для животного.n.1,ремень.n.2
36366,поводок для животного.n.1,привязь.n.1
36367,вздрогнуть.n.1,дрожать.n.1
36368,вздрогнуть.n.1,непроизвольное дергание.n.1
36369,капитал.n.1,имущество.n.1
36370,указка.n.1,палка.n.1
36371,аудитория для занятий.n.1,учебное помещение.n.1
36372,глотать страницы.n.1,чтение текста.n.1
36373,насмешник.n.1,плохой человек.n.1
36374,обречь на тяжелую участь.n.1,предназначить.n.1
36375,подмастерье.n.1,помощник.n.2
36376,подмастерье.n.1,ученик.n.1
36377,сноска в тексте.n.1,примечание к тексту.n.1
36378,примечание к тексту.n.1,фрагмент текста.n.1
36379,усохнуть.n.1,уменьшиться.n.1
36380,усохнуть.n.1,снижение массы.n.1
36381,безраздельный.n.1,полный.n.2
36382,гофре.n.1,складка на ткани.n.1
36383,гофрировать.n.1,сложить.n.3
36384,сложить.n.3,придавать форму.n.1
36385,маятник.n.1,стержень.n.1
36386,пойма.n.1,низина.n.1
36387,размах между крайними точками.n.1,расстояние.n.1
36388,размах между крайними точками.n.1,габарит.n.1
36389,товарищ по работе.n.1,человек по роли.n.1
36390,товарищ по работе.n.1,человек.n.1
36391,соратник по борьбе.n.1,товарищ по работе.n.1
36392,феерия.n.1,представление.n.2
36393,блестки.n.1,украшение.n.1
36394,спектакль-миниатюра.n.1,театральная постановка.n.1
36395,интермедия.n.1,театральная постановка.n.1
36396,скетч.n.1,пьеса.n.1
36397,скетч.n.1,спектакль-миниатюра.n.1
36398,опрос.n.1,спросить.n.1
36399,опрос.n.1,собрать в одном месте.n.1
36400,анкетирование.n.1,опрос.n.1
36401,анкета.n.1,бланк.n.1
36402,анкета.n.1,вопросник.n.1
36403,тратиться.n.1,расходование денежных средств.n.1
36404,хватка.n.1,прием.n.2
36405,букинист.n.1,книголюб.n.1
36406,букинист.n.1,продавец.n.2
36407,детектор лжи.n.1,детектор.n.1
36408,кантовка груза.n.1,повернуть.n.1
36409,мороженщик.n.1,продавец.n.2
36410,посмешище.n.1,предмет.n.2
36411,расшить узором.n.1,украсить.n.1
36412,расшить узором.n.1,вышивание.n.1
36413,стоицизм.n.1,философское учение.n.1
36414,хурал.n.1,законодательный орган.n.1
36415,опахало.n.1,предмет.n.1
36416,веер.n.1,опахало.n.1
36417,докатить.n.1,доставить к месту назначения.n.1
36418,кираса.n.1,латы.n.1
36419,вьюк.n.1,багаж пассажира.n.1
36420,отпущение грехов.n.1,простить.n.1
36421,практичный.n.1,выгодный.n.1
36422,практичный.n.1,удобный для пользования.n.1
36423,женская сумочка.n.1,сумка для ношения.n.1
36424,черенок растения.n.1,посадочный материал.n.1
36425,колорист.n.1,живописец.n.1
36426,падишах.n.1,султан.n.2
36427,рюш.n.1,оборка.n.1
36428,неопознанный летающий объект.n.1,паранормальное явление.n.1
36429,неопознанный летающий объект.n.1,летательный аппарат.n.1
36430,уфология.n.1,естественные науки.n.1
36431,чушка металла.n.1,слиток.n.1
36432,вознестись.n.1,подняться.n.1
36433,жетон.n.1,предмет.n.1
36434,жетон.n.1,знак.n.2
36435,натурализм в искусстве.n.1,реализм в искусстве.n.1
36436,педантичный.n.1,точный.n.2
36437,педантичный.n.1,строгий.n.2
36438,тлетворный.n.1,вредный.n.1
36439,штакетник.n.1,забор.n.1
36440,занять.n.2,дать возможность.n.1
36441,загрузить работой.n.1,поручить.n.1
36442,загрузить работой.n.1,занять.n.2
36443,нелюдимый.n.1,замкнутый.n.1
36444,сексология.n.1,медицинская наука.n.1
36445,сексолог.n.1,врач.n.1
36446,спортивный трек.n.1,гоночная трасса.n.1
36447,спортивный трек.n.1,спортивный объект.n.1
36448,вираж трека.n.1,поворот.n.1
36449,эмульсия.n.1,коллоид.n.1
36450,эмульсия.n.1,жидкость.n.1
36451,безалаберный.n.1,легкомысленный.n.1
36452,безалаберный.n.1,бестолковый.n.2
36453,перетрясти.n.1,встряхнуть.n.2
36454,перетрясти.n.1,вытряхнуть.n.1
36455,мундштук духового инструмента.n.1,трубка.n.1
36456,юниор.n.1,молодой человек.n.1
36457,юниор.n.1,спортсмен.n.1
36458,посредническая деятельность.n.1,обслужить.n.1
36459,посредническая деятельность.n.1,содействие.n.1
36460,вынестись.n.1,удалиться на некоторое расстояние.n.1
36461,вынестись.n.1,появиться.n.1
36462,лакей.n.1,слуга.n.1
36463,бляха.n.1,пластина.n.1
36464,бляха.n.1,жетон.n.1
36465,бляха.n.1,бирка с надписью.n.1
36466,значок на груди.n.1,бляха.n.1
36467,значок на груди.n.1,знак.n.1
36468,номерок.n.1,жетон.n.1
36469,номерок.n.1,бляха.n.1
36470,военный плац.n.1,площадь в городе.n.1
36471,протектор шины.n.1,поверхность.n.1
36472,ссора.n.1,конфликт.n.1
36473,размолвка.n.1,ссора.n.1
36474,омертвение ткани.n.1,болезни костно-мышечной системы.n.1
36475,омертвение ткани.n.1,утратить свойство.n.1
36476,застольный тост.n.1,речь.n.2
36477,здравица.n.1,застольный тост.n.1
36478,лицеист.n.1,ученик учебного заведения.n.1
36479,обнадежить.n.1,успокоить.n.1
36480,податливость материала.n.1,механическое свойство.n.1
36481,пустынь.n.1,монастырь.n.1
36482,смальта для мозаики.n.1,стеклянное изделие.n.1
36483,умолчать.n.1,скрыть информацию.n.1
36484,недонесение о преступлении.n.1,умолчать.n.1
36485,недонесение о преступлении.n.1,преступное бездействие.n.1
36486,недонесение о преступлении.n.1,несообщение сведений.n.1
36487,недонесение о преступлении.n.1,преступление против правосудия.n.1
36488,балык.n.1,продукция рыбопереработки.n.1
36489,головокружение.n.1,физическое самочувствие.n.1
36490,головокружение.n.1,ухудшение самочувствия.n.1
36491,избавитель.n.1,субъект деятельности.n.1
36492,жаровня.n.1,вместилище.n.1
36493,подрамник картины.n.1,остов.n.1
36494,дисциплинированный.n.1,черта характера.n.1
36495,соглядатай.n.1,плохой человек.n.1
36496,утрясти.n.1,уплотнить.n.1
36497,бесконечный по времени.n.1,длительный.n.1
36498,бесконечный по времени.n.1,безостановочный.n.1
36499,громоздить.n.1,поместить.n.1
36500,инициалы имени.n.1,буква.n.1
36501,меркантильный.n.1,скупость.n.1
36502,меркантильный.n.1,расчетливый.n.1
36503,меркантильный.n.1,отрицательная черта характера.n.1
36504,расслабиться.n.1,ослабить.n.1
36505,расслабиться.n.1,изменение состояния.n.1
36506,аскет.n.1,человек по характеру.n.1
36507,аскетизм.n.1,поведение.n.1
36508,спартанец.n.1,аскет.n.1
36509,флегматик.n.1,человек по характеру.n.1
36510,марксизм.n.1,материализм.n.1
36511,марксизм.n.1,коммунистическое учение.n.1
36512,марксизм.n.1,политическое течение.n.1
36513,большевизм.n.1,марксизм.n.1
36514,большевизм.n.1,социал-демократия.n.1
36515,большевизм.n.1,коммунистический строй.n.1
36516,троцкизм.n.1,марксизм.n.1
36517,девичник.n.1,вечеринка.n.1
36518,кабалистика.n.1,мистицизм.n.1
36519,мистицизм.n.1,мировоззрение.n.1
36520,многоножка.n.1,членистоногое.n.1
36521,осанка тела.n.1,положение тела.n.1
36522,распять.n.1,смертная казнь.n.1
36523,старший помощник капитана.n.1,моряк.n.1
36524,хлыст.n.1,прут.n.2
36525,хлыст.n.1,плеть.n.1
36526,бушель.n.1,единица объема.n.1
36527,динамометр.n.1,измерительный прибор.n.1
36528,картонная коробка.n.1,коробка.n.1
36529,картонная коробка.n.1,жесткая тара.n.1
36530,карусель.n.1,аттракцион.n.2
36531,колесо обозрения.n.1,аттракцион.n.2
36532,токарно-карусельный станок.n.1,токарный станок.n.1
36533,мультипликация.n.1,кинематография.n.1
36534,мультипликация.n.1,киносъемка.n.1
36535,мушкет.n.1,старинное оружие.n.1
36536,мушкет.n.1,ружье.n.1
36537,поношенный.n.1,состояние.n.1
36538,поношенный.n.1,изношенный.n.2
36539,потертый.n.1,изношенный.n.2
36540,потертый.n.1,поношенный.n.1
36541,полевой редут.n.1,военное укрепление.n.1
36542,конское стремя.n.1,упряжь.n.1
36543,центрифуга.n.1,сепаратор.n.1
36544,центрифуга.n.1,центробежное устройство.n.1
36545,стенд для показа.n.1,приспособление.n.1
36546,стенд для показа.n.1,лист.n.1
36547,доска почета.n.1,стенд для показа.n.1
36548,климакс.n.1,физиологический процесс.n.1
36549,наждак.n.1,горная порода.n.1
36550,отсудить.n.1,получить в распоряжение.n.1
36551,сцепное устройство.n.1,приспособление.n.1
36552,чинный.n.1,точный.n.2
36553,чинный.n.1,пристойный.n.1
36554,степенный.n.1,рассудительный.n.1
36555,степенный.n.1,важный на вид.n.1
36556,вкрапить.n.1,включить в состав.n.1
36557,святой елей.n.1,оливковое масло.n.1
36558,соотечественник.n.1,земляк.n.1
36559,соотечественник.n.1,человек.n.1
36560,паперть.n.1,площадка.n.1
36561,паперть.n.1,крыльцо.n.1
36562,прикинуть.n.1,считать.n.2
36563,детские санки.n.1,сани.n.1
36564,теократия.n.1,авторитаризм.n.1
36565,шелуха.n.1,оболочка.n.1
36566,шелуха.n.1,пищевые отходы.n.1
36567,вольтижировка.n.1,верховая езда.n.1
36568,вольтижировка.n.1,цирковое искусство.n.1
36569,невидимка для волос.n.1,заколка для волос.n.1
36570,заколка для волос.n.1,зажим.n.1
36571,заколка для волос.n.1,аксессуары для волос.n.1
36572,шпилька для волос.n.1,аксессуары для волос.n.1
36573,заколоть.n.1,закрепить.n.2
36574,овощехранилище.n.1,помещение для хранения.n.1
36575,овощехранилище.n.1,агропромышленное предприятие.n.1
36576,заколоть волосы.n.1,заколоть.n.1
36577,перегон между станциями.n.1,участок.n.2
36578,торец.n.1,грань поверхности.n.1
36579,торец.n.1,разрез.n.2
36580,эвентуальный.n.1,возможный.n.1
36581,вывести.n.2,произнести.n.1
36582,вывести.n.2,действие.n.1
36583,перспективный.n.1,годный.n.1
36584,перспективный.n.1,заманчивый.n.1
36585,кукование кукушки.n.1,звуки животного.n.1
36586,вечный.n.1,длительный.n.1
36587,неувядаемый.n.1,постоянный.n.1
36588,неувядаемый.n.1,вечный.n.1
36589,кукла-петрушка.n.1,театральная кукла.n.1
36590,парить.n.3,обрабатывать.n.1
36591,парить.n.3,прогреть.n.1
36592,симулянт.n.1,притворщик.n.1
36593,притворщик.n.1,обманщик.n.1
36594,тухлятина.n.1,вещество.n.1
36595,ясновидение.n.1,предсказать.n.1
36596,ясновидение.n.1,экстрасенсорное восприятие.n.1
36597,ясновидец.n.1,предсказатель.n.1
36598,ясновидец.n.1,экстрасенс.n.1
36599,агитатор.n.1,распространитель.n.1
36600,изба.n.1,малоэтажное здание.n.1
36601,изба.n.1,жилое здание.n.1
36602,лейборист.n.1,член партии.n.1
36603,одурение.n.1,физическое самочувствие.n.1
36604,плут.n.1,обманщик.n.1
36605,плут.n.1,ловкач.n.1
36606,плут.n.1,мошенник.n.1
36607,плясун.n.1,любитель.n.1
36608,удружить.n.1,услуга.n.1
36609,аристократия.n.1,верхушка общества.n.1
36610,гипотоник.n.1,больной человек.n.1
36611,змеевик.n.1,трубка.n.1
36612,змеевик.n.1,теплообменник.n.1
36613,змеевик.n.2,поделочный камень.n.1
36614,змеевик.n.2,горная порода.n.1
36615,почечная лоханка.n.1,полость организма.n.1
36616,оборотливый.n.1,практичный в делах.n.1
36617,оборотливый.n.1,ловкий.n.1
36618,подзаголовок.n.1,заглавие.n.1
36619,пятиэтажка.n.1,среднеэтажное здание.n.1
36620,смутный.n.1,нечеткий.n.1
36621,удачный.n.2,хороший.n.1
36622,благополучный.n.1,удачный.n.2
36623,безбедный.n.1,благополучный.n.1
36624,гороскоп.n.1,таблица.n.1
36625,изнанка.n.1,аспект.n.1
36626,мастерок.n.1,строительный инструмент.n.1
36627,пачка.n.1,совокупность.n.1
36628,подшивка.n.1,пачка.n.1
36629,лишение воинского звания.n.1,лишение звания.n.1
36630,солярий.n.1,оборудование.n.1
36631,фанатик.n.1,последователь.n.1
36632,фанатик.n.1,экстремист.n.1
36633,сердцебиение.n.1,колебательное движение.n.1
36634,сердцебиение.n.1,физиологический процесс.n.1
36635,гуща.n.1,осадок в жидкости.n.1
36636,иррациональное число.n.1,действительное число.n.1
36637,педагогическая методика.n.1,метод.n.1
36638,педагогическая методика.n.1,педагогические науки.n.1
36639,педагог-методист.n.1,педагогический работник.n.1
36640,рант подошвы.n.1,полоса на поверхности.n.2
36641,рант подошвы.n.1,деталь обуви.n.1
36642,фруктоза.n.1,углеводы.n.1
36643,брелок.n.1,подвеска.n.2
36644,дентин зуба.n.1,костная ткань.n.1
36645,вязь.n.1,письменность.n.1
36646,вязь.n.1,знак.n.2
36647,монограмма.n.1,символ.n.1
36648,монограмма.n.1,буквосочетание.n.1
36649,вилы.n.1,сельскохозяйственный инвентарь.n.1
36650,расставить в стороны.n.1,раздвинуть в стороны.n.1
36651,растопырить в стороны.n.1,расставить в стороны.n.1
36652,стилистика.n.1,лингвистика.n.1
36653,вдеть в отверстие.n.1,продеть через отверстие.n.1
36654,вдеть в отверстие.n.1,всунуть внутрь.n.1
36655,расписка в получении.n.1,документ.n.1
36656,налечь.n.1,использовать.n.1
36657,налечь.n.1,опереть.n.1
36658,левобережье.n.1,прибрежная территория.n.1
36659,правобережье.n.1,прибрежная территория.n.1
36660,реостат.n.1,регулирующее устройство.n.1
36661,реостат.n.1,электротехническое оборудование.n.1
36662,корыстолюбие.n.1,стремление.n.1
36663,корыстолюбие.n.1,настойчивый.n.1
36664,корыстолюбие.n.1,отношение к деньгам.n.1
36665,корыстолюбие.n.1,отрицательная черта характера.n.1
36666,чашечка цветка.n.1,часть растения.n.1
36667,дублер.n.1,человек по роли.n.1
36668,цинкование поверхности.n.1,покрыть поверхность.n.1
36669,рукоположение в сан.n.1,посвятить в звание.n.1
36670,рукоположение в сан.n.1,христианский религиозный обряд.n.1
36671,посвятить в звание.n.1,удостоить.n.1
36672,посвятить в звание.n.1,церемония.n.1
36673,коронация монарха.n.1,церемония.n.1
36674,коронация монарха.n.1,посвятить в звание.n.1
36675,коронация монарха.n.1,венчать.n.1
36676,рабочий такт.n.1,работа устройства.n.1
36677,пятнистая расцветка.n.1,расцветка.n.1
36678,контрамарка.n.1,пропуск.n.2
36679,контрамарка.n.1,талон.n.1
36680,наставник.n.1,школьный учитель.n.1
36681,наставник.n.1,воспитатель.n.1
36682,проигрыватель пластинок.n.1,звуковоспроизводящая аппаратура.n.1
36683,прирезание земли.n.1,добавить.n.2
36684,сантехник-водопроводчик.n.1,работник коммунального хозяйства.n.1
36685,сантехник-водопроводчик.n.1,слесарь.n.1
36686,лямка.n.1,полоска ткани.n.1
36687,лямка.n.1,ремень.n.2
36688,лямка.n.1,веревка.n.1
36689,шлейка для животного.n.1,лямка.n.1
36690,ошейник для животного.n.1,кольцо.n.2
36691,завхоз.n.1,заместитель должностного лица.n.1
36692,завхоз.n.1,административные кадры.n.1
36693,завхоз.n.1,административная должность.n.1
36694,крапчатый.n.1,пятнистая расцветка.n.1
36695,крапина.n.1,пятно на поверхности.n.1
36696,перекур.n.1,отдых.n.1
36697,провинциальный.n.1,наивный.n.1
36698,провинциальный.n.1,отсталый.n.1
36699,провинциальный.n.1,слаборазвитый.n.1
36700,сдобрить.n.1,улучшить.n.1
36701,сдобрить.n.1,добавить.n.2
36702,фонетическая транскрипция.n.1,нотация.n.1
36703,транслитерация.n.1,нотация.n.1
36704,экспресс.n.1,транспортное средство.n.1
36705,зазубрина на краю.n.1,углубление.n.1
36706,неологизм.n.1,слово языка.n.1
36707,обновить.n.2,изменить.n.1
36708,обновить.n.2,улучшить.n.1
36709,отъявленный.n.1,плохой.n.1
36710,сепаратор.n.1,техническое устройство.n.1
36711,триумфатор.n.1,победитель.n.1
36712,трибуна для зрителей.n.1,места для зрителей.n.1
36713,трибуна для зрителей.n.1,сооружение.n.1
36714,этюдник.n.1,ящик.n.1
36715,этюдник.n.1,мольберт.n.1
36716,записать.n.2,внести.n.1
36717,записать.n.2,фиксировать на бумаге.n.1
36718,курьезный.n.1,странный.n.1
36719,курьезный.n.1,комический.n.1
36720,курьезный.n.1,забавный.n.1
36721,нирвана.n.1,самочувствие.n.1
36722,нирвана.n.1,психическое состояние.n.1
36723,корона монарха.n.1,символ монархической власти.n.1
36724,корона монарха.n.1,корона.n.1
36725,корона монарха.n.1,ювелирное изделие.n.1
36726,корона монарха.n.1,головной убор.n.1
36727,убористый.n.1,тесный.n.1
36728,альбинос.n.1,животное.n.1
36729,вязанка дров.n.1,связка предметов.n.1
36730,зачесть.n.1,принять.n.2
36731,зачесть.n.1,принять в распоряжение.n.1
36732,принять.n.2,получить в распоряжение.n.1
36733,регулярный по форме.n.1,форма.n.1
36734,регулярный по форме.n.1,правильный по форме.n.1
36735,погорелец.n.1,жертва.n.1
36736,пульпа.n.2,смесь.n.1
36737,словник словаря.n.1,письменный перечень.n.1
36738,улыбчивый.n.1,жизнерадостный.n.1
36739,бал.n.1,вечер.n.1
36740,глянцевый.n.1,внешняя черта.n.1
36741,идейный.n.1,преданный.n.1
36742,собутыльник.n.1,пьяный человек.n.1
36743,старинная одежда.n.1,одежда.n.1
36744,полукафтан.n.1,кафтан.n.1
36745,кафтан.n.1,мужская одежда.n.1
36746,кафтан.n.1,старинная одежда.n.1
36747,кафтан.n.1,верхняя одежда.n.1
36748,инвариантная величина.n.1,количество.n.1
36749,междоусобица.n.1,конфликт.n.1
36750,рудный окатыш.n.1,комок.n.1
36751,рудный окатыш.n.1,металлургическое сырье.n.1
36752,эфиопы.n.1,население государства.n.1
36753,эфиопы.n.1,семиты.n.1
36754,абзац текста.n.1,фрагмент текста.n.1
36755,занять.n.3,получить в распоряжение.n.1
36756,занять.n.3,процесс.n.1
36757,бессмысленный.n.1,нелепый.n.1
36758,бессмыслица.n.1,высказывание.n.1
36759,абсентеизм избирателей.n.1,уклониться.n.1
36760,абсентеизм избирателей.n.1,электоральное поведение.n.1
36761,абсентеизм избирателей.n.1,политическая пассивность.n.1
36762,абсентеизм избирателей.n.1,неучастие.n.1
36763,обобщить.n.1,выразить.n.1
36764,склад для хранения.n.1,помещение для хранения.n.1
36765,абстракция.n.1,понятие.n.1
36766,понятие.n.1,ментальный объект.n.1
36767,авангардизм.n.1,стиль в искусстве.n.1
36768,авангардист.n.1,деятель искусства.n.1
36769,авангард.n.1,группа людей.n.1
36770,авансцена.n.1,площадка.n.1
36771,авансцена.n.1,передняя часть.n.1
36772,автаркия.n.1,изоляционизм.n.1
36773,автаркия.n.1,экономическая политика.n.1
36774,автомотриса.n.1,железнодорожный вагон.n.1
36775,автомотриса.n.1,подвижной состав железнодорожного транспорта.n.1
36776,аварийщик.n.1,работник.n.1
36777,аванзал.n.1,помещение.n.1
36778,аванзал.n.1,фойе.n.1
36779,авгиевы конюшни.n.1,беспорядок.n.1
36780,аврал.n.1,спешить.n.1
36781,аврал.n.1,труд.n.1
36782,газовая сварка.n.1,сварочные работы.n.1
36783,автограф.n.1,надпись.n.1
36784,автограф.n.1,подпись.n.2
36785,автоматчик.n.1,стрелок.n.1
36786,автокар.n.1,тележка.n.1
36787,автокар.n.1,погрузоразгрузочное оборудование.n.1
36788,автокар.n.1,самоходная техника.n.1
36789,автокар.n.1,специальный автотранспорт.n.1
36790,блокировка устройства.n.1,закрепить.n.2
36791,блокировка устройства.n.1,остановить движение.n.1
36792,блокировочное устройство.n.1,техническое устройство.n.1
36793,автоблокировочное устройство.n.1,блокировочное устройство.n.1
36794,автоблокировочное устройство.n.1,автоматическая система.n.1
36795,автостоп.n.1,автоблокировочное устройство.n.1
36796,автостоп.n.2,путешествие.n.1
36797,авторитаризм.n.1,политический режим.n.1
36798,авторитаризм.n.1,форма правления.n.1
36799,диктатура.n.1,тоталитарный режим.n.1
36800,диктатор.n.1,глава государства.n.1
36801,военная хунта.n.1,руководство.n.2
36802,военная диктатура.n.1,диктатура.n.1
36803,автосцепка.n.1,сцепное устройство.n.1
36804,агностик.n.1,последователь.n.1
36805,агностик.n.1,человек по взглядам.n.1
36806,агрессор.n.1,захватчик.n.1
36807,агрессор.n.1,государство.n.1
36808,агитационный пункт.n.1,пункт.n.2
36809,воображаемое место.n.1,место в пространстве.n.1
36810,ад.n.1,воображаемое место.n.1
36811,рай небесный.n.1,воображаемое место.n.1
36812,автобусная линия.n.1,транспортный маршрут.n.1
36813,автобусная остановка.n.1,остановка общественного транспорта.n.1
36814,автоматный огонь.n.1,применение огнестрельного оружия.n.1
36815,аджарцы.n.1,кавказцы.n.1
36816,аджарцы.n.1,титульный народ.n.1
36817,невыносимый.n.1,большой.n.1
36818,невыносимый.n.1,сильный.n.1
36819,невыносимый.n.1,неприятный.n.1
36820,азиаты.n.1,население.n.1
36821,айсберг.n.1,льдина.n.1
36822,айсберг.n.1,плавающее тело.n.1
36823,аквалангист.n.1,человек по сфере деятельности.n.1
36824,аквалангист.n.1,спортсмен.n.1
36825,акваланг.n.1,дыхательный аппарат.n.1
36826,аксельбанты.n.1,шнур.n.1
36827,аксельбанты.n.1,галун.n.1
36828,акведук.n.1,мост.n.2
36829,акведук.n.1,водохозяйственное сооружение.n.1
36830,аккредитация.n.1,свидетельствовать.n.1
36831,аккредитация.n.1,считать.n.1
36832,древнегреческий акрополь.n.1,крепость.n.1
36833,подводное плавание.n.1,плавание.n.1
36834,подводное плавание.n.1,водные виды спорта.n.1
36835,алебастровый цвет.n.1,белый цвет.n.1
36836,алебастровый цвет.n.1,матовый.n.1
36837,матовый.n.1,внешняя черта.n.1
36838,старинное оружие.n.1,оружие.n.1
36839,акция.n.1,поступок человека.n.1
36840,акция.n.1,мера.n.1
36841,ударение в слове.n.1,выделить.n.1
36842,аксессуар.n.1,предмет.n.1
36843,акселерация детей.n.1,развитие.n.1
36844,цирковая акробатика.n.1,акробатика.n.1
36845,цирковая акробатика.n.1,цирковое искусство.n.1
36846,цирковая акробатика.n.1,гимнастика.n.1
36847,аллерголог.n.1,врач.n.1
36848,иносказательное выражение.n.1,языковое выражение.n.1
36849,корыстолюбец.n.1,жадный человек.n.1
36850,альков комнаты.n.1,место в пространстве.n.1
36851,альма-матер.n.1,университет.n.1
36852,альма-матер.n.1,высшее учебное заведение.n.1
36853,однокурсник.n.1,ровесник.n.1
36854,однокурсник.n.1,однокашник.n.1
36855,однокурсник.n.1,студент.n.1
36856,однокашник.n.1,товарищ по работе.n.1
36857,одноклассник.n.1,ученик учебного заведения.n.1
36858,одноклассник.n.1,ровесник.n.1
36859,одноклассник.n.1,однокашник.n.1
36860,однополчанин.n.1,товарищ по работе.n.1
36861,однополчанин.n.1,военнослужащий.n.1
36862,односельчанин.n.1,соотечественник.n.1
36863,односельчанин.n.1,житель села.n.1
36864,альпиниада.n.1,покорение горной вершины.n.1
36865,альпиниада.n.1,массовая акция.n.1
36866,высокогорная местность.n.1,горная местность.n.1
36867,амазонка для верховой езды.n.1,женская одежда.n.1
36868,амазонка для верховой езды.n.1,старинная одежда.n.1
36869,амбразура.n.1,отверстие.n.1
36870,аминь.n.1,восклицание.n.1
36871,анабиоз.n.1,затихнуть.n.1
36872,анабиоз.n.1,физиологический процесс.n.1
36873,тара.n.2,вместилище.n.1
36874,тара.n.2,упаковка для товара.n.1
36875,колледж.n.1,профессиональное учебное заведение.n.1
36876,военная амуниция.n.1,военное снаряжение.n.1
36877,снаряжение.n.1,предмет.n.1
36878,актерская роль.n.1,персонаж.n.1
36879,амплуа актера.n.1,актерская роль.n.1
36880,притязание.n.1,стремление.n.1
36881,претензия.n.2,требование.n.2
36882,претензия.n.2,притязание.n.1
36883,аморфное вещество.n.1,вещество.n.1
36884,аморфное строение.n.1,физическое свойство.n.1
36885,история.n.1,описание.n.1
36886,анархист.n.1,последователь.n.1
36887,физиологический процесс.n.1,биологический процесс.n.1
36888,проклятие.n.1,осуждение.n.1
36889,осуждение.n.1,отрицательная оценка.n.1
36890,церковная анафема.n.1,проклятие.n.1
36891,отлучить.n.1,отвергнуть.n.1
36892,отлучение от церкви.n.1,отлучить.n.1
36893,расстрига.n.1,служитель культа.n.1
36894,антикоммунизм.n.1,идеология.n.1
36895,анархия.n.1,беспорядок.n.1
36896,анархия.n.1,безвластие.n.1
36897,монах-отшельник.n.1,монах.n.1
36898,ангажемент артистов.n.1,наем на работу.n.1
36899,анонимка.n.1,письмо.n.1
36900,анодирование поверхности.n.1,покрыть поверхность.n.1
36901,аннулировать.n.1,отменить.n.1
36902,антисептика.n.1,дезинфекция.n.1
36903,пустословие.n.1,болтать.n.2
36904,антиквар.n.1,любитель.n.1
36905,антиквар.n.1,человек по сфере деятельности.n.1
36906,антиквар.n.1,продавец.n.2
36907,воображаемое существо.n.1,субъект деятельности.n.1
36908,аннотация.n.1,краткое изложение.n.1
36909,аннотировать.n.1,изложить.n.1
36910,аннотировать.n.1,писать.n.2
36911,химический анализ.n.1,анализ состава вещества.n.1
36912,химический анализ.n.1,химический процесс.n.1
36913,аномалия.n.1,необычный.n.1
36914,анисовка.n.1,водка.n.1
36915,анисовка.n.1,настойка.n.1
36916,местная анестезия.n.1,анестезия.n.1
36917,антихрист.n.1,сверхъестественная сущность.n.1
36918,антресоли.n.1,настил.n.1
36919,антресоли.n.1,полка в шкафу.n.1
36920,апогей орбиты.n.1,точка орбиты.n.1
36921,перигей орбиты.n.1,точка орбиты.n.1
36922,апологет.n.1,последователь.n.1
36923,апология.n.1,восхвалять.n.1
36924,апология.n.1,переборщить.n.1
